pl_name,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_dens,st_rad,st_mass,st_lum,pl_class
Kepler-1884 b,8.98832035,0.0845,0.162,0.0124,3.64,0.91,0.99,0.277,Super Earth
Kepler-1885 b,2.52255988,0.036,0.135,0.0091,4.6,0.86,0.98,-0.176,Super Earth
Kepler-1886 b,24.2758007,0.16,0.23,0.0226,2.29,0.84,0.93,-0.161,Neptune-like
Kepler-1887 b,19.94750023,0.1421,0.261,0.0279,1.95,0.86,0.96,-0.19,Neptune-like
Kepler-1888 b,11.39169979,0.0956,0.118,0.00729,5.47,1.25,0.9,0.374,Super Earth
Kepler-1889 b,37.30369949,0.2082,0.263,0.0282,1.93,0.82,0.86,0.22,Neptune-like
Kepler-189 b,10.399931,0.088,0.108,0.00606,5.96,0.75,0.79,-0.448,Super Earth
Kepler-189 c,20.134866,0.137,0.212,0.071,9.25,0.75,0.79,-0.448,Super Earth
Kepler-1890 b,4.82059002,0.0563,0.077,0.00185,4.92,1.4,1.02,0.267,Terrestrial
Kepler-1891 b,4.02229023,0.0473,0.136,0.00921,4.57,0.83,0.87,-0.231,Super Earth
Kepler-1892 b,6.33123016,0.0633,0.164,0.0127,3.57,0.76,0.85,-0.301,Super Earth
Kepler-1893 b,4.17936993,0.0504,0.152,0.0112,3.93,1.16,0.97,0.16,Super Earth
Kepler-1894 b,2.76266003,0.0385,0.107,0.0059,5.93,0.9,1,-0.27,Super Earth
Kepler-1894 c,5.05368985,0.0576,0.142,0.00606,5.96,0.9,1,-0.27,Super Earth
Kepler-1895 b,6.07029009,0.0615,0.189,0.0162,2.97,0.76,0.86,-0.23,Neptune-like
Kepler-1896 b,44.87020111,0.2529,0.277,0.0308,1.81,1,1.07,0.174,Neptune-like
Kepler-1897 b,24.22030067,0.1546,0.251,0.0262,2.05,0.76,0.86,-0.39,Neptune-like
Kepler-1898 b,4.76562023,0.0522,0.083,0.00239,5.13,1.12,0.84,-0.235,Terrestrial
Kepler-1899 b,4.0957799,0.0457,0.138,0.00952,4.45,0.74,0.76,-0.672,Super Earth
Kepler-19 b,9.28699,0.0846,0.197,0.01919,3.1,0.86,0.94,-0.161,Super Earth
Kepler-19 c,28.731,0.179837,0.328,0.04122,1.44,0.86,0.94,-0.183,Neptune-like
Kepler-19 d,62.95,0.3033726,0.451,0.07079,0.954,0.86,0.94,-0.183,Neptune-like
Kepler-190 b,2.019999,0.03,0.139,0.00961,4.41,0.8,0.86,-0.441,Super Earth
Kepler-190 c,3.763024,0.045,0.13,0.00859,4.82,0.8,0.86,-0.441,Super Earth
Kepler-1900 b,2.9862299,0.042,0.145,0.0103,4.2,1.04,1.1,0.22,Super Earth
Kepler-1901 b,3.48412991,0.0453,0.132,0.00873,4.75,0.92,1.02,-0.003,Super Earth
Kepler-1902 b,3.82222009,0.0385,0.105,0.00546,5.88,0.51,0.52,-1.117,Super Earth
Kepler-1903 b,17.0678997,0.1321,0.204,0.0184,2.69,1,1.05,0.292,Neptune-like
Kepler-1904 b,4.57702017,0.0436,0.124,0.00791,5.13,0.5,0.53,-1.298,Super Earth
Kepler-1905 b,3.42392993,0.0451,0.129,0.00845,4.89,1.02,1.04,-0.025,Super Earth
Kepler-1906 b,7.36268997,0.0738,0.248,0.0256,2.09,0.89,0.99,0.242,Neptune-like
Kepler-1907 b,5.65245009,0.0565,0.078,0.00185,4.92,0.8,0.75,-0.625,Terrestrial
Kepler-1907 c,14.86390018,0.1076,0.103,0.00513,5.81,0.8,0.75,-0.625,Super Earth
Kepler-1909 b,2.39160991,0.0306,0.097,0.00419,5.61,0.69,0.66,-0.576,Super Earth
Kepler-191 b,9.939632,0.087,0.12,0.00742,5.39,0.79,0.81,-0.414,Super Earth
Kepler-191 c,17.738506,0.128,0.166,0.013,3.52,0.79,0.81,-0.414,Super Earth
Kepler-191 d,5.94504102,0.0599,0.203,0.0183,2.7,0.8,0.84,-0.414,Neptune-like
Kepler-1910 b,5.68876982,0.0536,0.106,0.0056,5.89,0.64,0.64,-0.927,Super Earth
Kepler-1911 b,5.9907999,0.0636,0.09,0.00318,5.37,0.97,0.95,-0.078,Super Earth
Kepler-1912 b,6.05921984,0.0646,0.121,0.00758,5.3,0.96,0.98,-0.049,Super Earth
Kepler-1913 b,14.1960001,0.1209,0.135,0.00918,4.58,1.08,1.17,-0.055,Super Earth
Kepler-1914 b,30.82789993,0.1954,0.263,0.0282,1.93,0.96,1.05,0.077,Neptune-like
Kepler-1915 b,13.83539963,0.114,0.287,0.0329,1.71,1.06,1.03,0.061,Neptune-like
Kepler-1916 b,31.25429916,0.2053,0.234,0.0231,2.25,1.09,1.18,0.214,Neptune-like
Kepler-1917 b,12.90240002,0.103,0.169,0.0133,3.44,0.79,0.88,-0.296,Super Earth
Kepler-1918 b,47.0564003,0.2524,0.205,0.0185,2.67,0.92,0.97,-0.308,Neptune-like
Kepler-1919 b,37.88660049,0.2107,0.234,0.0232,2.24,0.82,0.87,-0.274,Neptune-like
Kepler-192 b,9.926746,0.09,0.244,0.025,2.12,1.01,0.94,-0.094,Neptune-like
Kepler-192 c,21.2234,0.15,0.249,0.0258,2.07,1.01,0.94,-0.094,Neptune-like
Kepler-192 d,6.47027579,0.0668,0.091,0.00328,5.39,0.94,0.94,-0.094,Super Earth
Kepler-1920 b,30.2541008,0.2043,0.264,0.0284,1.92,1.16,1.24,0.1,Neptune-like
Kepler-1921 b,20.03479958,0.1557,0.258,0.0274,1.98,2,1.25,0.806,Neptune-like
Kepler-1921 c,3.15722086,0.0454,0.151,0.00809,5.04,2,1.25,0.806,Super Earth
Kepler-1922 b,13.22259998,0.1077,0.204,0.0184,2.68,0.86,0.95,0.152,Neptune-like
Kepler-1923 b,52.60969925,0.2846,0.175,0.0142,3.29,1.29,1.11,0.257,Super Earth
Kepler-1924 b,15.33170033,0.1216,0.237,0.0237,2.21,1.29,1.02,0.452,Neptune-like
Kepler-1925 b,46.71640015,0.2588,0.268,0.0292,1.89,1.09,1.06,0.365,Neptune-like
Kepler-1926 b,42.87770081,0.2197,0.207,0.0188,2.64,0.83,0.77,-0.647,Neptune-like
Kepler-1927 b,73.75039673,0.3859,0.304,0.0362,1.6,2.48,1.41,0.774,Neptune-like
Kepler-1928 b,19.57783,0.194,0.178,0.0146,3.22,0.92,1.01,-0.092,Super Earth
Kepler-1929 b,59.36249924,0.2987,0.274,0.0304,1.83,1.47,1.01,0.593,Neptune-like
Kepler-193 b,11.38848,0.106,0.213,0.0198,2.54,1.15,1.14,0.1,Neptune-like
Kepler-193 c,50.697494,0.286,0.245,0.0252,2.11,1.15,1.14,0.1,Neptune-like
Kepler-1930 b,13.02680016,0.1025,0.136,0.00929,4.53,0.84,0.84,-0.505,Super Earth
Kepler-1931 b,38.5760994,0.2356,0.237,0.0237,2.22,1.22,1.17,0.474,Neptune-like
Kepler-1932 b,0.52417702,0.0123,0.135,0.00914,4.6,0.82,0.91,-0.352,Super Earth
Kepler-1933 b,4.94329023,0.0561,0.105,0.00553,5.89,1.01,0.96,-0.116,Super Earth
Kepler-1934 b,1.41975999,0.0245,0.081,0.00221,5.07,1.04,0.97,0.108,Terrestrial
Kepler-1935 b,3.95140004,0.0463,0.223,0.0214,2.39,0.9,0.85,0.164,Neptune-like
Kepler-1936 b,126.5569992,0.5548,0.282,0.032,1.77,1.85,1.42,0.456,Neptune-like
Kepler-1937 b,9.68859959,0.0943,0.27,0.0295,1.87,1.2,1.19,0.209,Neptune-like
Kepler-1938 b,13.06260014,0.0938,0.163,0.0126,3.6,0.66,0.65,-0.65,Super Earth
Kepler-1939 b,2.7906599,0.0334,0.104,0.00528,5.84,0.6,0.65,-0.808,Super Earth
Kepler-194 b,2.092281,0.032,0.135,0.00909,4.61,1.02,1.09,0.043,Super Earth
Kepler-194 c,17.308032,0.131,0.231,0.0227,2.28,1.02,1.09,0.043,Neptune-like
Kepler-194 d,52.814973,0.275,0.214,0.02,2.52,1.02,1.09,0.043,Neptune-like
Kepler-1940 b,4.95061016,0.0525,0.138,0.00948,4.46,0.72,0.8,-0.377,Super Earth
Kepler-1941 b,31.33510017,0.2054,0.236,0.0236,2.22,1.14,1.18,0.436,Neptune-like
Kepler-1942 b,4.62604999,0.0516,0.189,0.0161,2.97,0.8,0.85,-0.075,Neptune-like
Kepler-1943 b,4.85018015,0.0571,0.138,0.00949,4.47,0.97,1.06,0.445,Super Earth
Kepler-1944 b,9.84257984,0.0918,0.246,0.0253,2.1,0.97,1.06,-0.083,Neptune-like
Kepler-1945 b,6.08003998,0.0597,0.115,0.00695,5.67,0.8,0.77,-0.441,Super Earth
Kepler-1946 b,3.03519011,0.0394,0.222,0.0212,2.41,0.87,0.89,-0.279,Neptune-like
Kepler-1947 b,6.9636302,0.0711,0.09,0.00317,5.38,1.69,0.98,0.111,Super Earth
Kepler-1948 b,15.57129955,0.1022,0.092,0.00343,5.44,0.56,0.59,-0.862,Super Earth
Kepler-1949 b,2.20828009,0.0352,0.198,0.0175,2.79,1.45,1.19,0.713,Neptune-like
Kepler-195 b,8.307872,0.077,0.181,0.015,3.14,0.78,0.84,-0.367,Super Earth
Kepler-195 c,34.096863,0.197,0.138,0.00951,4.46,0.78,0.84,-0.367,Super Earth
Kepler-1950 b,10.77690029,0.0871,0.136,0.00927,4.55,0.85,0.76,-0.223,Super Earth
Kepler-1951 b,20.65780067,0.1435,0.207,0.0189,2.64,1.31,0.92,0.501,Neptune-like
Kepler-1952 b,27.21080017,0.1724,0.111,0.0065,5.98,1.31,0.92,0.291,Super Earth
Kepler-1953 b,6.24565983,0.0607,0.115,0.00692,5.69,0.71,0.79,-0.63,Super Earth
Kepler-1954 b,5.88343,0.0625,0.161,0.0123,3.66,0.85,0.94,0.045,Super Earth
Kepler-1955 b,14.26519966,0.117,0.104,0.00531,5.85,1.29,1.05,0.23,Super Earth
Kepler-1956 b,5.94371986,0.0563,0.097,0.00416,5.61,0.68,0.67,-1.045,Super Earth
Kepler-1957 b,2.18662,0.0299,0.084,0.00248,5.16,0.77,0.74,-0.601,Terrestrial
Kepler-1958 b,9.32861996,0.0856,0.183,0.0153,3.09,0.86,0.96,-0.001,Super Earth
Kepler-1959 b,6.38669014,0.0617,0.102,0.00494,5.78,0.81,0.77,-0.474,Super Earth
Kepler-196 b,20.739886,0.138,0.17,0.0134,3.42,0.78,0.85,-0.393,Super Earth
Kepler-196 c,47.427737,0.24,0.2,0.0178,2.76,0.78,0.85,-0.393,Neptune-like
Kepler-196 d,122.0800018,0.4484,0.237,0.0238,2.21,0.77,0.81,-0.393,Neptune-like
Kepler-1960 b,2.29794002,0.0354,0.117,0.00712,5.56,1.07,1.12,0.271,Super Earth
Kepler-1961 b,5.6047101,0.0588,0.144,0.0102,4.21,0.78,0.87,-0.276,Super Earth
Kepler-1962 b,7.99145985,0.0783,0.108,0.00614,5.98,1.01,1,-0.122,Super Earth
Kepler-1963 b,1.96226001,0.0298,0.066,0.00106,4.49,0.98,0.92,-0.259,Terrestrial
Kepler-1964 b,2.44082999,0.0322,0.159,0.012,3.73,0.7,0.75,-0.631,Super Earth
Kepler-1965 b,41.86869812,0.2301,0.121,0.00756,5.31,0.84,0.93,-0.076,Super Earth
Kepler-1966 b,8.61742973,0.0763,0.099,0.00437,5.66,0.84,0.8,-0.567,Super Earth
Kepler-1967 b,7.28169012,0.0735,0.065,0.00099,4.45,1.81,1,-0.567,Terrestrial
Kepler-1968 b,7.2810998,0.0696,0.134,0.00899,4.66,0.79,0.84,-0.65,Super Earth
Kepler-1969 b,6.64752007,0.0717,0.15,0.0109,4.01,1.01,1.11,-0.181,Super Earth
Kepler-197 b,5.599308,0.06,0.091,0.00328,5.39,1.12,0.86,0.222,Super Earth
Kepler-197 c,10.349695,0.09,0.11,0.017,15.7,1.12,0.86,0.222,Super Earth
Kepler-197 d,15.677563,0.119,0.109,0.00624,5.99,1.12,0.86,0.222,Super Earth
Kepler-197 e,25.209715,0.164,0.081,0.00218,5.05,1.12,0.86,0.222,Terrestrial
Kepler-1972 b,7.54425,0.0763,0.072,0.00636,22.2,1.38,1.12,0.294,Super Earth
Kepler-1972 c,11.3295,0.1041,0.077,0.00664,18.4,1.38,1.12,0.294,Super Earth
Kepler-1976 b,4.95931924,0.0565,1.043,,,1.08,0.98,0.041,Gas Giant
Kepler-1977 b,4.53702121,0.0486,0.163,0.0107,4.07,0.69,0.77,-0.694,Super Earth
Kepler-1978 b,10.84969477,0.0914,0.268,0.0239,2.2,0.78,0.87,-0.298,Neptune-like
Kepler-1979 b,18.5084526,0.1383,0.386,250,17.3,0.94,1.03,-0.094,Gas Giant
Kepler-198 b,17.790037,0.131,0.252,0.0263,2.05,0.94,0.97,-0.109,Neptune-like
Kepler-198 c,49.567416,0.259,0.22,0.021,2.43,0.94,0.97,-0.109,Neptune-like
Kepler-198 d,1.31184443,0.0229,0.136,0.0093,4.54,0.93,0.97,-0.109,Super Earth
Kepler-1980 b,33.0257179,0.2049,0.254,0.0174,2.81,0.99,1.05,0.224,Neptune-like
Kepler-1981 b,453.54212,1.3292,0.84,0.197,0.437,3.01,1.52,0.244,Gas Giant
Kepler-1982 b,3.82315697,0.0511,0.077,0.0012,4.59,1.12,1.21,0.371,Terrestrial
Kepler-1983 b,7.32851947,0.0689,0.147,0.019,2.62,0.87,0.81,-0.481,Neptune-like
Kepler-1984 b,1.99281234,0.0238,0.072,0.117,0.649,0.42,0.45,-1.55,Neptune-like
Kepler-1985 b,3.42064689,0.0426,0.198,0.0182,2.71,0.97,0.88,-0.155,Neptune-like
Kepler-1986 b,19.5489666,0.1307,0.263,0.0133,3.44,0.73,0.78,-0.411,Super Earth
Kepler-1987 b,2.345863,0.0318,0.135,0.00642,6.02,0.71,0.8,-0.616,Super Earth
Kepler-1987 c,3.64830183,0.0427,0.151,0.00733,5.44,0.71,0.8,-0.616,Super Earth
Kepler-1987 d,5.64491415,0.0571,0.291,0.0238,2.21,0.71,0.8,-0.616,Neptune-like
Kepler-1987 e,8.74292005,0.0765,0.219,0.0137,3.38,0.71,0.8,-0.616,Super Earth
Kepler-1988 b,11.49500229,0.1038,0.138,0.0093,4.54,1.79,1.13,0.582,Super Earth
Kepler-1989 b,10.16102353,0.0918,0.425,0.0607,1.08,1.06,1,0.279,Neptune-like
Kepler-199 b,23.637604,0.158,0.277,0.031,1.8,0.97,0.96,-0.097,Neptune-like
Kepler-199 c,67.093408,0.316,0.29,0.0334,1.7,0.97,0.96,-0.097,Neptune-like
Kepler-1990 b,1.73513619,0.0286,0.349,0.0338,1.68,1.07,1.03,0.117,Neptune-like
Kepler-1990 c,4.06844957,0.0504,0.106,0.00284,5.28,1.07,1.03,0.117,Terrestrial
Kepler-1991 b,13.26079792,0.1065,0.165,0.00869,4.77,1.05,0.91,-0.108,Super Earth
Kepler-1991 c,22.79020351,0.1528,0.259,0.0224,2.31,1.05,0.91,-0.108,Neptune-like
Kepler-1992 b,15.6112238,0.1169,0.092,0.00218,5.05,0.84,0.87,-0.009,Terrestrial
Kepler-1993 b,26.6565737,0.1943,0.395,0.0506,1.24,3.06,1.37,0.778,Neptune-like
Kepler-1994 b,4.61225043,0.053,0.056,0.00027,3.6,0.96,0.93,-0.042,Terrestrial
Kepler-1995 b,73.7578875,0.3259,0.412,0.0533,1.18,0.93,0.85,-0.556,Neptune-like
Kepler-1996 b,32.376183,0.1789,0.205,0.018,2.73,0.68,0.75,-0.657,Neptune-like
Kepler-1996 c,92.7297248,0.3608,0.251,0.0261,2.06,0.68,0.75,-0.657,Neptune-like
Kepler-1997 b,26.7575866,0.1815,0.218,0.0183,2.7,1.05,1.11,0.132,Neptune-like
Kepler-1998 b,3.03267135,0.0405,0.062,0.00049,3.97,0.92,0.96,-0.066,Terrestrial
Kepler-1999 b,8.7396758,0.0713,0.317,0.0341,1.67,0.63,0.63,-0.773,Neptune-like
Kepler-20 b,3.6961049,0.04565,0.158,0.03052,9.4,0.92,0.93,-0.165,Super Earth
Kepler-20 c,10.8540774,0.0936,0.258,0.03492,2.51,0.92,0.93,-0.165,Neptune-like
Kepler-20 d,77.611455,0.3474,0.232,0.04216,4.1,0.92,0.93,-0.165,Super Earth
Kepler-20 e,6.0984882,0.0637,0.073,0.00239,7.5,0.92,0.93,-0.165,Terrestrial
Kepler-20 f,19.578328,0.1387,0.085,0.0044,8.4,0.92,0.93,-0.165,Super Earth
Kepler-20 g,34.94,0.2055,0.42,0.0628,1.05,0.96,0.95,-0.189,Neptune-like
Kepler-200 b,8.594805,0.08,0.19,0.0163,2.95,0.94,0.98,0.008,Neptune-like
Kepler-200 c,10.222157,0.09,0.142,0.00993,4.31,0.94,0.98,0.008,Super Earth
Kepler-2000 b,6.38315913,0.0562,0.296,0.0249,2.13,0.58,0.58,-1.053,Neptune-like
Kepler-2000 c,20.6180348,0.1228,0.196,0.00972,4.39,0.58,0.58,-1.053,Super Earth
Kepler-2001 b,1.090011,0.0197,0.106,0.00352,5.47,0.77,0.86,-0.546,Super Earth
Kepler-2001 c,14.09258319,0.1084,0.364,0.0125,3.62,0.77,0.86,-0.546,Super Earth
Kepler-201 b,25.672083,0.175,0.219,0.0208,2.44,1.23,1.18,0.348,Neptune-like
Kepler-201 c,151.884058,0.573,0.254,0.0267,2.02,1.23,1.18,0.348,Neptune-like
Kepler-202 b,4.069427,0.045,0.145,0.0104,4.17,0.67,0.68,-0.638,Super Earth
Kepler-202 c,16.282493,0.113,0.165,0.0128,3.54,0.67,0.68,-0.638,Super Earth
Kepler-203 b,3.162697,0.043,0.229,0.0224,2.31,1.11,1,0.094,Neptune-like
Kepler-203 c,5.370647,0.061,0.22,2.36,273,1.11,1,0.094,Super Earth
Kepler-203 d,11.32972,0.1,0.128,0.107,62.4,1.11,1,0.094,Super Earth
Kepler-204 b,14.400974,0.117,0.226,0.0218,2.35,1.24,1.03,0.03,Neptune-like
Kepler-204 c,25.660593,0.173,0.16,0.0121,3.7,1.24,1.03,0.03,Super Earth
Kepler-205 b,2.75564,0.032,0.135,0.00909,4.61,0.55,0.59,-0.956,Super Earth
Kepler-205 c,20.306546,0.122,0.146,0.0105,4.15,0.55,0.59,-0.956,Super Earth
Kepler-206 b,7.781987,0.078,0.107,0.00588,5.95,1.19,1.05,0.084,Super Earth
Kepler-206 c,13.137471,0.111,0.158,0.0119,3.75,1.19,1.05,0.084,Super Earth
Kepler-206 d,23.44281,0.163,0.106,0.0057,5.9,1.19,1.05,0.084,Super Earth
Kepler-207 b,1.611865,0.029,0.14,0.00972,4.39,1.59,1.04,0.534,Super Earth
Kepler-207 c,3.071571,0.044,0.134,0.00899,4.66,1.59,1.04,0.534,Super Earth
Kepler-207 d,5.868075,0.068,0.295,0.0345,1.67,1.59,1.04,0.534,Neptune-like
Kepler-208 b,4.22864,0.054,0.145,0.0104,4.17,1.31,1.16,0.309,Super Earth
Kepler-208 c,7.466623,0.079,0.124,0.0079,5.14,1.31,1.16,0.309,Super Earth
Kepler-208 d,11.131786,0.103,0.107,0.00588,5.95,1.31,1.16,0.309,Super Earth
Kepler-208 e,16.259458,0.132,0.132,0.00879,4.73,1.31,1.16,0.309,Super Earth
Kepler-209 b,16.087845,0.122,0.202,0.018,2.73,0.94,0.93,-0.129,Neptune-like
Kepler-209 c,41.749882,0.231,0.277,0.0308,1.81,0.94,0.93,-0.129,Neptune-like
Kepler-21 b,2.7858212,0.0434,0.146,0.0236,9.3,1.9,1.41,0.715,Super Earth
Kepler-210 b,2.453234,0.032,0.262,0.0282,1.94,0.65,0.77,-0.799,Neptune-like
Kepler-210 c,7.972513,0.07,0.323,0.0401,1.48,0.65,0.77,-0.799,Neptune-like
Kepler-211 b,4.138575,0.048,0.112,0.00669,5.85,0.82,0.9,-0.413,Super Earth
Kepler-211 c,6.04045,0.062,0.115,0.058,46.8,0.82,0.9,-0.413,Super Earth
Kepler-212 b,16.257582,0.133,0.097,0.00416,5.6,1.46,1.17,0.383,Super Earth
Kepler-212 c,31.805174,0.207,0.244,0.025,2.12,1.46,1.17,0.383,Neptune-like
Kepler-213 b,2.46236,0.036,0.145,0.0102,4.21,1.2,1.07,0.082,Super Earth
Kepler-213 c,4.822962,0.057,0.209,0.0191,2.61,1.2,1.07,0.082,Neptune-like
Kepler-214 b,15.660544,0.13,0.233,0.023,2.26,1.35,1.11,0.511,Neptune-like
Kepler-214 c,28.7798,0.194,0.19,0.0163,2.95,1.35,1.11,0.511,Neptune-like
Kepler-215 b,9.360672,0.084,0.145,0.0102,4.21,1.03,0.94,-0.117,Super Earth
Kepler-215 c,14.667108,0.113,0.158,0.0119,3.75,1.03,0.94,-0.117,Super Earth
Kepler-215 d,30.864423,0.185,0.213,0.074,9.5,1.03,0.94,-0.117,Super Earth
Kepler-215 e,68.16101,0.314,0.156,0.0117,3.8,1.03,0.94,-0.117,Super Earth
Kepler-216 b,7.693641,0.079,0.21,0.0193,2.59,1.26,1.11,0.518,Neptune-like
Kepler-216 c,17.406669,0.136,0.271,0.0298,1.85,1.26,1.11,0.518,Neptune-like
Kepler-217 b,5.374943,0.065,0.199,0.0176,2.77,1.8,1.14,0.754,Neptune-like
Kepler-217 c,8.586004,0.089,0.165,0.0128,3.54,1.8,1.14,0.754,Super Earth
Kepler-217 d,3.88689525,0.0505,0.118,0.00724,5.5,1.76,1.37,0.754,Super Earth
Kepler-218 b,3.619337,0.046,0.132,0.00879,4.73,1.06,1.02,0.009,Super Earth
Kepler-218 c,44.699576,0.248,0.28,0.0315,1.77,1.06,1.02,0.009,Neptune-like
Kepler-218 d,124.5244647,0.4865,0.237,0.0238,2.21,1.02,1.01,0.009,Neptune-like
Kepler-219 b,4.585512,0.057,0.263,0.0283,1.93,1.49,1.17,0.214,Neptune-like
Kepler-219 c,22.714613,0.165,0.319,0.0394,1.5,1.49,1.17,0.214,Neptune-like
Kepler-219 d,47.903645,0.272,0.251,0.06,4.73,1.49,1.17,0.214,Super Earth
Kepler-22 b,289.863876,0.812,0.187,0.02863,5.2,0.87,0.86,-0.19,Super Earth
Kepler-220 b,4.159807,0.046,0.072,0.00144,4.73,0.67,0.65,-0.676,Terrestrial
Kepler-220 c,9.034199,0.076,0.14,0.00972,4.39,0.67,0.65,-0.676,Super Earth
Kepler-220 d,28.122397,0.163,0.087,0.00284,5.28,0.67,0.65,-0.676,Terrestrial
Kepler-220 e,45.902733,0.226,0.119,0.00733,5.44,0.67,0.65,-0.676,Super Earth
Kepler-221 b,2.795906,0.037,0.153,0.0112,3.92,0.82,0.82,-0.404,Super Earth
Kepler-221 c,5.690586,0.059,0.261,0.048,3.3,0.82,0.82,-0.404,Super Earth
Kepler-221 d,10.04156,0.087,0.244,0.0249,2.13,0.82,0.82,-0.404,Neptune-like
Kepler-221 e,18.369917,0.13,0.235,0.0233,2.24,0.82,0.82,-0.404,Neptune-like
Kepler-222 b,3.936981,0.048,0.282,0.0319,1.76,0.87,0.88,-0.338,Neptune-like
Kepler-222 c,10.08881,0.091,0.414,0.0612,1.07,0.87,0.88,-0.338,Neptune-like
Kepler-222 d,28.081912,0.18,0.329,0.0415,1.44,0.87,0.88,-0.338,Neptune-like
Kepler-223 b,7.38449,0.0756,0.267,0.02328,1.54,1.72,1.12,0.371,Neptune-like
Kepler-223 c,9.84564,0.0916,0.307,0.01605,0.71,1.72,1.12,0.371,Neptune-like
Kepler-223 d,14.78869,0.1201,0.467,0.02517,0.31,1.72,1.12,0.371,Neptune-like
Kepler-223 e,19.72567,0.1455,0.41,0.0151,0.28,1.72,1.12,0.371,Neptune-like
Kepler-224 b,3.132924,0.038,0.124,0.0079,5.14,0.68,0.82,-0.514,Super Earth
Kepler-224 c,5.925003,0.058,0.278,0.0312,1.79,0.68,0.82,-0.514,Neptune-like
Kepler-224 d,11.349393,0.089,0.205,0.0186,2.66,0.68,0.82,-0.514,Neptune-like
Kepler-224 e,18.643577,0.124,0.176,0.0143,3.26,0.68,0.82,-0.514,Super Earth
Kepler-225 b,6.738975,0.056,0.107,0.00588,5.95,0.48,0.59,-0.996,Super Earth
Kepler-225 c,18.794234,0.111,0.164,0.0127,3.56,0.48,0.59,-0.996,Super Earth
Kepler-226 b,3.940997,0.047,0.138,0.076,35.4,0.8,0.91,-0.239,Super Earth
Kepler-226 c,5.349555,0.058,0.203,0.142,21.2,0.8,0.91,-0.239,Super Earth
Kepler-226 d,8.109044,0.076,0.109,0.00624,5.99,0.8,0.91,-0.239,Super Earth
Kepler-227 b,9.488015,0.09,0.277,0.031,1.8,1.09,0.92,-0.121,Neptune-like
Kepler-227 c,54.418694,0.29,0.271,0.0298,1.85,1.09,0.92,-0.121,Neptune-like
Kepler-228 b,2.566546,0.038,0.136,0.0093,4.54,1.01,0.95,0.111,Super Earth
Kepler-228 c,4.134444,0.052,0.241,0.0244,2.16,1.01,0.95,0.111,Neptune-like
Kepler-228 d,11.094286,0.101,0.36,0.0483,1.28,1.01,0.95,0.111,Neptune-like
Kepler-229 b,6.252972,0.062,0.196,0.0172,2.83,0.73,0.8,-0.538,Neptune-like
Kepler-229 c,16.068638,0.117,0.439,0.0676,0.992,0.73,0.8,-0.538,Neptune-like
Kepler-229 d,41.194912,0.22,0.343,0.0445,1.37,0.73,0.8,-0.538,Neptune-like
Kepler-23 b,7.1073,0.075,0.17,0.8,202,1.52,1.11,0.362,Neptune-like
Kepler-23 c,10.7421,0.099,0.285,2.7,144.8,1.52,1.11,0.362,Neptune-like
Kepler-23 d,15.274299,0.124,0.196,0.055,9.08,1.55,1.1,0.398,Super Earth
Kepler-230 b,32.625555,0.191,0.38,0.0529,1.19,0.82,0.84,-0.368,Neptune-like
Kepler-230 c,91.773242,0.38,0.182,0.0152,3.12,0.82,0.84,-0.368,Super Earth
Kepler-231 b,10.065275,0.074,0.154,0.111,37.6,0.49,0.58,-1.036,Super Earth
Kepler-231 c,19.271566,0.114,0.172,0.076,18.4,0.49,0.58,-1.036,Super Earth
Kepler-232 b,4.431222,0.054,0.275,0.0305,1.82,0.97,0.97,0.052,Neptune-like
Kepler-232 c,11.379349,0.101,0.342,0.0442,1.37,0.97,0.97,0.052,Neptune-like
Kepler-233 b,8.472382,0.077,0.217,0.0204,2.48,0.76,0.85,-0.328,Neptune-like
Kepler-233 c,60.418955,0.287,0.242,0.0245,2.15,0.76,0.85,-0.328,Neptune-like
Kepler-234 b,2.711506,0.04,0.33,0.0416,1.43,1.11,1.11,0.24,Neptune-like
Kepler-234 c,7.21205,0.077,0.313,0.0381,1.54,1.11,1.11,0.24,Neptune-like
Kepler-235 b,3.340222,0.037,0.199,0.0176,2.77,0.55,0.58,-1.102,Neptune-like
Kepler-235 c,7.824904,0.065,0.114,0.00687,5.71,0.55,0.58,-1.102,Super Earth
Kepler-235 d,20.060548,0.122,0.183,0.0153,3.1,0.55,0.58,-1.102,Super Earth
Kepler-235 e,46.183669,0.213,0.198,0.0175,2.79,0.55,0.58,-1.102,Neptune-like
Kepler-236 b,8.295611,0.065,0.14,0.00972,4.39,0.51,0.6,-1.229,Super Earth
Kepler-236 c,23.968127,0.132,0.178,0.0147,3.2,0.51,0.6,-1.229,Super Earth
Kepler-237 b,4.715106,0.05,0.126,0.00809,5.04,0.72,0.7,-0.477,Super Earth
Kepler-237 c,8.103636,0.071,0.186,0.0157,3.04,0.72,0.7,-0.477,Super Earth
Kepler-238 b,2.090876,0.034,0.154,0.0115,3.86,1.43,1.06,0.43,Super Earth
Kepler-238 c,6.155557,0.069,0.213,0.0198,2.54,1.43,1.06,0.43,Neptune-like
Kepler-238 d,13.233549,0.115,0.274,0.0303,1.83,1.43,1.06,0.43,Neptune-like
Kepler-238 e,23.654,0.1658,0.5,0.534,5.31,0.96,1.06,0.43,Neptune-like
Kepler-238 f,50.447,0.2747,0.178,0.042,9.27,0.96,1.06,0.43,Super Earth
