pl_name,hostname,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_ratdor,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,pl_class
Kepler-1780 b,Kepler-1780,1,1,109.4449997,0.4276,3.606,0.322,12.7,0.0399,M-R relationship,1.49,0,3.14,340,89.96,225.2,0.03209,,5403,0.87,0.87,0,-0.217,4.5,0.6,18.03324,790.516,14.907,13.197,14.9304,Neptune-like
Kepler-1781 b,Kepler-1781,1,1,4.88752985,0.0574,2.381,0.212,6.26,0.0197,M-R relationship,2.55,0,239.11,1003,89.55,19.19,0.0243,,5568,0.96,1.05,0.44,-0.361,4.5,0.9,5.09659,962.63,15.713,14.018,15.7348,Neptune-like
Kepler-1782 b,Kepler-1782,1,1,5.75622988,0.0582,2.229,0.199,5.6,0.0176,M-R relationship,2.78,0,84.16,773,87.61,17.01,0.0279,,4931,0.73,0.79,0,-0.556,4.61,14,5.4985,305.792,13.875,11.576,13.7041,Neptune-like
Kepler-1783 b,Kepler-1783,1,1,8.27744007,0.077,1.319,0.118,2.3,0.00723,M-R relationship,5.5,0,331.35,1088,89.35,22.82,0.01222,,5129,1.78,0.89,-0.16,-0.451,3.88,13.9,3.27949,264.078,13.309,11.124,13.0982,Super Earth
Kepler-1784 b,Kepler-1784,1,1,13.59049988,0.1072,2.799,0.25,8.24,0.0259,M-R relationship,2.06,0,64.8,724,89.51,27.33,0.02254,,5442,0.97,0.89,0.1,-0.121,4.41,13.8,2.09179,883.045,15.423,13.244,15.1562,Neptune-like
Kepler-1785 b,Kepler-1785,1,1,19.58550072,0.1379,2.704,0.241,7.77,0.0245,M-R relationship,2.16,0,46.51,666,88.19,23.9,0.02841,,5618,1,0.91,0,0.003,4.4,0.3,1.39703,745.74,14.245,12.66,14.1632,Neptune-like
Kepler-1786 b,Kepler-1786,1,1,78.5460968,0.3659,3.163,0.282,10.1,0.0319,M-R relationship,1.75,0,14.85,501,89.96,70.76,0.02328,,5808,1.4,1.06,0.14,0.159,4.17,0.5,1.07922,863.909,14.088,12.627,14.0789,Neptune-like
Kepler-1787 b,Kepler-1787,1,1,39.31370163,0.227,2.319,0.207,5.99,0.0188,M-R relationship,2.64,0,20.04,540,89.99,21.3,0.02052,,6060,0.93,1.01,-0.22,-0.098,4.51,0.3,2.79643,778.602,14.564,12.988,14.4604,Neptune-like
Kepler-1788 b,Kepler-1788,1,1,2.80012012,0.0343,2.379,0.212,6.25,0.0197,M-R relationship,2.55,0,197.81,956,86.54,22.73,0.02557,,4786,0.7,0.69,-0.2,-0.611,4.58,13.8,5.75791,560.445,15.484,12.985,15.254,Neptune-like
Kepler-1789 b,Kepler-1789,1,1,80.23190308,0.3543,2.831,0.253,8.4,0.0264,M-R relationship,2.03,0,4.91,380,89.19,60,0.0374,,5436,0.89,0.92,0.12,-0.231,4.5,4.5,0.77896,611.461,14.449,12.735,14.3155,Neptune-like
Kepler-179 b,Kepler-179,1,2,2.735926,0.036,1.64,0.146,3.33,0.0105,M-R relationship,4.15,0,360.26,1075,89,10.778,0.0187,,5302,0.76,0.84,0.123,-0.278,4.61,0.6,3.16386,605.68,14.772,12.75,14.6031,Super Earth
Kepler-179 c,Kepler-179,1,2,6.40013,0.064,2,0.178,4.66,0.0147,M-R relationship,3.2,0,115.98,810,85.83,11.7,0.02721,,5302,0.76,0.84,0.123,-0.278,4.61,0.6,3.92897,605.68,14.772,12.75,14.6031,Super Earth
Kepler-1790 b,Kepler-1790,1,1,31.58889961,0.197,3.145,0.281,10,0.0316,M-R relationship,1.77,0,31.79,682,89.84,70.1,0.01798,,5866,1.37,1.02,0,0.383,4.17,0.5,6.53293,1070.17,14.179,12.686,14.0943,Neptune-like
Kepler-1791 b,Kepler-1791,1,1,7.72086,0.0761,3.121,0.278,9.91,0.0312,M-R relationship,1.79,0,257.14,1021,84.91,10.86,0.0154,,5887,1.18,0.99,-0.06,0.176,4.29,3.73,0.40645,602.218,13.529,12.006,13.4138,Neptune-like
Kepler-1792 b,Kepler-1792,1,1,4.1957798,0.0488,2.52,0.225,6.89,0.0217,M-R relationship,2.37,0,283.78,1047,87.73,15.1,0.02758,,5229,1.01,0.88,0.32,-0.508,4.38,,2.46352,601.029,15.566,13.132,15.1726,Neptune-like
Kepler-1793 b,Kepler-1793,1,1,8.77999973,0.0787,3.79,0.338,13.8,0.0434,M-R relationship,1.39,0,61.24,713,88.54,7.62,0.0322,,5191,0.76,0.85,-0.06,-0.234,4.6,3.6,1.65118,1189.88,15.949,13.877,15.9003,Neptune-like
Kepler-1794 b,Kepler-1794,1,1,9.76298046,0.0821,1.794,0.16,3.87,0.0122,M-R relationship,3.68,0,57.59,703,88.68,24.38,0.02176,,5052,0.82,0.77,0.02,-0.611,4.5,14,2.03307,561.229,15.497,13.031,15.2846,Super Earth
Kepler-1795 b,Kepler-1795,1,1,13.36019993,0.1002,1.663,0.148,3.4,0.0107,M-R relationship,4.06,0,17.3,520,89.04,37.51,0.02482,,4500,0.69,0.77,0.28,-0.757,4.64,5.8,3.47892,,16.188,12.996,15.7903,Super Earth
Kepler-1796 b,Kepler-1796,1,1,29.4557991,0.1879,2.75,0.245,8,0.0252,M-R relationship,2.11,0,30.3,598,89.98,66.58,0.02131,,6036,0.95,1.02,-0.16,0.118,4.49,0.4,6.43467,825.883,14.493,12.809,14.354,Neptune-like
Kepler-1797 b,Kepler-1797,1,1,23.3593998,0.1637,3.058,0.273,9.58,0.0301,M-R relationship,1.84,0,51.68,684,86.07,37.8,0.02236,,6244,1.01,1.07,-0.2,0.062,4.46,0.4,0.08975,1338.49,15.421,13.83,15.293,Neptune-like
Kepler-1798 b,Kepler-1798,1,1,16.85589981,0.1082,2.309,0.206,5.94,0.0187,M-R relationship,2.65,0,6.52,408,89.96,57.21,0.02655,,3967,0.59,0.59,0.06,-0.957,4.67,13.9,12.46941,395.196,16.391,12.776,15.6827,Neptune-like
Kepler-1799 b,Kepler-1799,1,1,11.9296999,0.1028,4.128,0.368,15.9,0.0501,M-R relationship,1.24,0,83.04,770,89.99,15.184,0.0242,,5831,0.92,1.02,0,0.314,4.52,0.5,0.46536,2254.69,15.99,14.237,15.826,Neptune-like
Kepler-18 b,Kepler-18,1,3,3.504725,0.0447,2,0.178,6.9,0.022,Mass,4.9,0,355.74,1165,84.92,8.58,0.01656,,5345,1.11,0.97,0.19,-0.031,4.31,10,1.01,433.047,13.771,11.756,13.5393,Super Earth
Kepler-18 c,Kepler-18,1,3,7.64159,0.0752,5.49,0.49,17.3,0.054,Mass,0.59,0,126.08,899,87.68,14.43,0.04549,,5345,1.11,0.97,0.19,-0.031,4.31,10,1.01,433.047,13.771,11.756,13.5393,Neptune-like
Kepler-18 d,Kepler-18,1,3,14.85888,0.1172,6.98,0.623,16.4,0.052,Mass,0.27,0,51.92,720,88.07,22.48,0.05782,,5345,1.11,0.97,0.19,-0.031,4.31,10,1.01,433.047,13.771,11.756,13.5393,Neptune-like
Kepler-180 b,Kepler-180,1,2,13.817124,0.109,1.5,0.134,2.86,0.00899,M-R relationship,4.66,0,72.12,781,83.04,25.4,0.01345,,5731,1.06,0.95,0.03,-0.132,4.34,9.7,2.24939,695.65,14.488,12.685,14.325,Super Earth
Kepler-180 c,Kepler-180,1,2,41.885775,0.229,3.01,0.269,9.32,0.0293,M-R relationship,1.88,0,16.42,540,87.62,53.2,0.02321,,5731,1.06,0.95,0.03,-0.132,4.34,9.7,1.66339,695.65,14.488,12.685,14.325,Neptune-like
Kepler-1800 b,Kepler-1800,1,1,4.56202984,0.0592,0.997,0.089,0.961,0.00302,M-R relationship,5.33,0,1306.97,1533,79.48,12.31,0.00837,,5343,2.51,1.33,0.08,-0.188,3.76,14,0.11805,350.455,13.194,11.279,13.0751,Terrestrial
Kepler-1801 b,Kepler-1801,1,2,10.44089985,0.0915,2.709,0.242,7.8,0.0245,M-R relationship,2.16,0,111.52,829,84.89,10.26,0.0243,,5738,0.98,0.94,-0.06,-0.223,4.43,8.1,0.18718,839.332,15.28,13.405,15.0715,Neptune-like
Kepler-1801 c,Kepler-1801,1,2,116.583183,0.4572,2.91,0.362,8.8,0.0277,M-R relationship,1.96,0,4.47,371,89.74,129.5,0.02715,,5738,0.98,0.94,-0.06,-0.223,4.43,8.1,3.02267,839.332,15.28,13.405,15.0715,Neptune-like
Kepler-1802 b,Kepler-1802,1,2,15.45020008,0.0662,1.671,0.149,3.43,0.0108,M-R relationship,4.04,0,26.91,581,84.97,10.88,0.0187,,4245,0.64,0.65,0,-0.925,4.64,13.9,0.40825,636.694,15.905,12.397,16.5052,Super Earth
Kepler-1802 c,Kepler-1802,1,2,33.13610077,0.1748,2.322,0.207,6,0.0189,M-R relationship,2.63,0,3.86,357,88.87,59.3,0.02832,,4245,0.64,0.65,0,-0.925,4.64,13.9,1.10741,636.694,15.905,12.397,16.5052,Neptune-like
Kepler-1804 b,Kepler-1804,1,1,12.28849983,0.1017,1.596,0.142,3.18,0.00999,M-R relationship,4.3,0,164.61,913,88.64,32.94,0.0172,,5109,1.67,0.93,0.1,-0.512,3.96,14,2.38362,434.456,14.679,12.356,14.4269,Super Earth
Kepler-1805 b,Kepler-1805,1,1,8.84794044,0.0699,1.545,0.138,3,0.00945,M-R relationship,4.47,0,12.48,479,89.92,17,0.01904,,3867,0.55,0.58,0.1,-1.177,4.72,13.8,9.04523,221.639,15.536,11.811,14.8955,Super Earth
Kepler-1806 b,Kepler-1806,1,1,9.03332043,0.0813,2.356,0.21,6.15,0.0193,M-R relationship,2.59,0,66.89,729,88.82,21.14,0.02282,,5311,0.79,0.88,-0.04,-0.435,4.59,0.6,2.5151,978.066,16.173,14.039,15.9071,Neptune-like
Kepler-1807 b,Kepler-1807,1,1,10.86060047,0.0988,2.704,0.241,7.77,0.0245,M-R relationship,2.16,0,356.24,1108,89.58,37.02,0.01279,,6455,1.5,1.09,-0.36,0.603,4.12,2.95,7.17845,1299.32,14.127,12.577,13.9341,Neptune-like
Kepler-1808 b,Kepler-1808,1,1,23.3404007,0.1467,3.025,0.27,9.4,0.0296,M-R relationship,1.87,0,30.94,601,89.83,85.5,0.02266,,5530,0.89,0.77,-0.34,-0.062,4.42,12.1,22.15458,1022.01,15.424,13.49,15.2356,Neptune-like
Kepler-1809 b,Kepler-1809,1,1,3.7572999,0.0435,1.513,0.135,2.9,0.00912,M-R relationship,4.6,0,139.89,877,88.7,31.63,0.01448,,4901,0.72,0.81,0.04,-0.471,4.62,7,22.78308,409.602,14.271,12.16,14.1375,Super Earth
Kepler-181 b,Kepler-181,1,2,3.137873,0.04,1.27,0.113,2.15,0.00678,M-R relationship,5.77,0,255.58,1041,87.72,12.26,0.01602,,5333,0.75,0.85,-0.023,-0.379,4.62,0.5,3.54077,609.283,14.854,12.876,14.7137,Super Earth
Kepler-181 c,Kepler-181,1,2,4.302149,0.049,1.99,0.178,4.62,0.0145,M-R relationship,3.22,0,168.19,937,87.09,16.82,0.02504,,5333,0.75,0.85,-0.023,-0.379,4.62,0.5,4.86015,609.283,14.854,12.876,14.7137,Super Earth
Kepler-1810 b,Kepler-1810,1,1,101.1330032,0.4137,3.918,0.35,14.6,0.0459,M-R relationship,1.33,0,4.91,380,89.98,182.9,0.03485,,5492,1.02,0.92,0.16,-0.158,4.39,4.5,11.30905,1009.87,15.4,13.57,15.2968,Neptune-like
Kepler-1811 b,Kepler-1811,1,1,76.42230225,0.3462,3.848,0.343,14.1,0.0445,M-R relationship,1.36,0,10.11,455,89.99,34.5,0.0271,,5561,1.19,0.95,0.16,0.154,4.26,0.4,1.82753,1390.56,15.327,13.606,15.1431,Neptune-like
Kepler-1812 b,Kepler-1812,1,1,7.16521978,0.0765,2.325,0.207,6.01,0.0189,M-R relationship,2.63,0,270.34,1034,89.75,32.4,0.01914,,6174,1.1,1.16,0.1,0.28,4.42,1,12.53756,1409.19,15.631,13.719,15.303,Neptune-like
Kepler-1813 b,Kepler-1813,1,1,2.81816006,0.0364,1.413,0.126,2.58,0.00812,M-R relationship,5.03,0,298.2,1059,88.52,12.23,0.01737,,5167,0.79,0.81,-0.04,-0.4,4.56,2.3,3.95386,,15.639,13.643,15.5361,Super Earth
Kepler-1814 b,Kepler-1814,1,2,2.93535996,0.0371,2.37,0.211,6.21,0.0195,M-R relationship,2.56,0,258.48,1022,84.29,16.5,0.02918,,4922,0.82,0.79,0.2,-0.506,4.5,,1.41522,726.346,15.814,13.393,15.607,Neptune-like
Kepler-1814 c,Kepler-1814,1,2,0.62628177,0.0133,1.76,0.148,3.75,0.0118,M-R relationship,3.78,0,2011.27,1711,81.02,3.547,0.01958,,4922,0.82,0.79,0.2,-0.506,4.5,,2.15267,726.346,15.814,13.393,15.607,Super Earth
Kepler-1815 b,Kepler-1815,1,1,12.19139957,0.0984,2.749,0.245,7.99,0.0251,M-R relationship,2.11,0,80.01,763,89.9,50.41,0.02334,,5516,0.97,0.86,-0.06,-0.03,4.4,13.5,16.30776,1006.63,15.621,13.58,15.3701,Neptune-like
Kepler-1816 b,Kepler-1816,1,1,91.50099945,0.3648,1.968,0.176,4.53,0.0143,M-R relationship,3.27,0,2.18,310,89.99,147.71,0.02366,,5051,0.71,0.79,-0.24,-0.531,4.63,0.7,7.28204,437.823,14.734,12.527,14.4553,Super Earth
Kepler-1817 b,Kepler-1817,1,1,44.29919815,0.2348,2.273,0.203,5.79,0.0182,M-R relationship,2.71,0,10.85,463,89.46,64.8,0.02843,,5316,0.92,0.88,0.16,-0.38,4.46,0.4,2.62575,748.569,15.346,13.33,15.1345,Neptune-like
Kepler-1818 b,Kepler-1818,1,1,4.64490986,0.055,1.714,0.153,3.58,0.0113,M-R relationship,3.91,0,504.23,1209,88.31,4.96,0.0112,,6047,1.13,1.02,-0.08,0.261,4.34,5.4,0.92945,1034.59,14.514,12.829,14.3071,Super Earth
Kepler-1819 b,Kepler-1819,1,1,16.48690033,0.1337,3.904,0.348,14.5,0.0456,M-R relationship,1.34,0,78.99,760,87.38,26.5,0.102,,6090,1.07,1.17,0.21,0.086,4.45,0.4,1.25674,1363.19,15.489,13.842,15.3187,Neptune-like
Kepler-182 b,Kepler-182,1,2,9.825792,0.096,2.58,0.23,7.18,0.0226,M-R relationship,2.3,0,239.79,935,83.03,7.31,0.02007,,6250,1.15,1.16,0.072,0.344,4.4,3.09,0.19037,1549.09,14.942,13.518,14.8737,Neptune-like
Kepler-182 c,Kepler-182,1,2,20.684342,0.157,3.43,0.306,11.6,0.0366,M-R relationship,1.58,0,88.85,729,88.74,24.1,0.02719,,6250,1.15,1.16,0.072,0.344,4.4,3.09,0.37705,1549.09,14.942,13.518,14.8737,Neptune-like
Kepler-1820 b,Kepler-1820,1,1,31.03249931,0.1964,3.119,0.278,9.9,0.0312,M-R relationship,1.79,0,23.41,561,89.38,68.7,0.02592,,5841,0.93,1.05,0.07,-0.022,4.52,0.4,3.49293,1425.39,15.759,14.149,15.6919,Neptune-like
Kepler-1821 b,Kepler-1821,1,1,16.45809937,0.1244,2.592,0.231,7.24,0.0228,M-R relationship,2.28,0,40.61,644,89.9,64.9,0.02069,,5475,0.88,0.95,0.14,-0.124,4.52,0.4,19.06113,799.699,14.795,13.058,14.6369,Neptune-like
Kepler-1822 b,Kepler-1822,1,1,22.13339996,0.1416,2.648,0.236,7.5,0.0236,M-R relationship,2.22,0,15.65,507,89.98,84.4,0.023,,5165,0.7,0.78,-0.32,-0.286,4.63,0.8,23.21099,897.597,15.804,13.573,15.5694,Neptune-like
Kepler-1823 b,Kepler-1823,1,1,21.10339928,0.1528,2.086,0.186,5,0.0157,M-R relationship,3.03,0,62.99,718,89.91,81.3,0.01285,,6000,1.13,1.07,0.06,0.287,4.36,1.88,20.69866,724.971,13.477,12.079,13.3209,Super Earth
Kepler-1824 b,Kepler-1824,1,1,95.61100006,0.4267,2.381,0.212,6.26,0.0197,M-R relationship,2.55,0,7.45,421,89.97,99.39,0.0201,,6002,1.08,1.14,0.2,0.171,4.42,0.33,2.03186,1040.1,14.976,13.409,14.6752,Neptune-like
Kepler-1825 b,Kepler-1825,1,1,1.02586997,0.0187,1.422,0.127,2.61,0.00821,M-R relationship,4.99,0,1264.7,1520,83.02,10.012,0.01559,,5123,0.85,0.83,0.14,-0.532,4.5,14,4.73936,430.254,14.605,12.348,14.3827,Super Earth
Kepler-1826 b,Kepler-1826,1,1,1.61536002,0.0213,1.475,0.132,2.78,0.00874,M-R relationship,4.76,0,99.32,806,78.69,4.75,0.02577,,3821,0.49,0.49,-0.28,-1.122,4.75,13.8,0.77472,336.952,16.83,12.674,15.6654,Super Earth
Kepler-1827 b,Kepler-1827,1,1,3.70061994,0.0455,1.856,0.166,4.1,0.0129,M-R relationship,3.52,0,737.02,1329,79.31,3.83,0.00795,,5423,1.4,0.92,0.08,0.187,4.11,13.2,0.07759,686.461,13.228,11.171,13.0059,Super Earth
Kepler-1828 b,Kepler-1828,1,1,10.2737999,0.0924,2.116,0.189,5.13,0.0161,M-R relationship,2.98,0,96.27,799,89.71,24.55,0.0186,,5806,0.9,1,-0.04,-0.111,4.53,0.4,2.59443,871.81,14.985,13.333,14.8984,Neptune-like
Kepler-1829 b,Kepler-1829,1,1,5.18671989,0.0559,2.479,0.221,6.71,0.0211,M-R relationship,2.42,0,129.37,860,88.44,30.3,0.026,,5230,0.78,0.87,0,-0.394,4.59,4.4,19.63952,679.921,15.218,13.081,15.0088,Neptune-like
Kepler-183 b,Kepler-183,1,2,5.687945,0.064,2.06,0.184,4.9,0.0154,M-R relationship,3.08,0,281.85,1088,87.45,19.68,0.02129,,5888,0.96,0.94,0.101,0.026,4.5,4.27,4.45432,1050.64,14.993,13.308,14.8934,Super Earth
Kepler-183 c,Kepler-183,1,2,11.637071,0.103,2.27,0.203,35.7,0.112,Mass,16.8,0,108.72,857,89.86,27.18,0.02217,,5888,0.96,0.94,0.101,0.026,4.5,4.27,2.80492,1050.64,14.993,13.308,14.8934,Super Earth
Kepler-1830 b,Kepler-1830,1,1,56.49330139,0.3259,3.33,0.297,11.1,0.0348,M-R relationship,1.65,0,18.62,681,88.89,31.8,0.01801,,6160,2.05,1.44,0.24,0.631,3.98,0.32,0.28729,1056.88,13.605,12.264,13.4841,Neptune-like
Kepler-1831 b,Kepler-1831,1,1,5.78387022,0.0655,1.97,0.176,4.54,0.0143,M-R relationship,3.26,0,288.69,1051,89.59,31.42,0.01872,,6063,1.01,1.12,0.07,-0.045,4.48,0.3,17.54748,1053.49,15.158,13.538,15.0112,Super Earth
Kepler-1832 b,Kepler-1832,1,1,3.13878989,0.037,1.227,0.109,2.02,0.00637,M-R relationship,6.01,0,257.32,1022,88.1,14.571,0.01226,,5242,0.72,0.68,-0.54,-0.337,4.56,14,4.38191,486.174,14.577,12.35,14.3752,Super Earth
Kepler-1833 b,Kepler-1833,1,1,6.8921299,0.0771,1.3,0.116,2.24,0.00705,M-R relationship,5.6,0,454.45,1177,88.81,27.6,0.00881,,6164,1.45,1.29,0.38,0.437,4.23,2.57,6.98346,591.602,12.645,11.29,12.5657,Super Earth
Kepler-1834 b,Kepler-1834,1,2,4.60301018,0.0496,1.459,0.13,2.73,0.00858,M-R relationship,4.83,0,122.02,848,89.69,13.28,0.01535,,4821,0.79,0.77,0.16,-0.577,4.53,12.2,2.09049,500.395,15.18,12.722,14.9047,Super Earth
Kepler-1834 c,Kepler-1834,1,2,0.76669152,0.015,1.22,0.13,1.98,0.00624,M-R relationship,5.99,0,1334.22,1541,84.94,4.39,0.01422,,4821,0.79,0.77,0.16,-0.577,4.53,12.2,2.73161,500.395,15.18,12.722,14.9047,Super Earth
Kepler-1835 b,Kepler-1835,1,1,11.96409988,0.0997,3.534,0.315,12.2,0.0385,M-R relationship,1.52,0,100.96,808,84.85,23.29,0.02604,,5903,0.96,0.92,-0.26,0.078,4.44,4.8,0.1344,1404.38,15.615,13.836,15.3562,Neptune-like
Kepler-1836 b,Kepler-1836,1,1,5.25416994,0.0602,2.553,0.228,7.05,0.0222,M-R relationship,2.33,0,338.15,1093,89.97,13.711,0.01971,,6123,0.99,1.05,-0.14,0.016,4.47,,1.76644,1472.62,15.558,14.032,15.623,Neptune-like
Kepler-1837 b,Kepler-1837,1,1,5.90608978,0.065,2.067,0.184,4.92,0.0155,M-R relationship,3.06,0,247.83,1012,89.93,8.3,0.01362,,5966,0.96,1.05,-0.02,-0.068,4.49,0.5,3.74625,1229.18,15.48,13.835,15.4172,Super Earth
Kepler-1838 b,Kepler-1838,1,1,12.14680004,0.1096,1.66,0.148,3.4,0.0107,M-R relationship,4.08,0,162.84,1097,86.45,7.4,0.00912,,5877,1.96,1.19,0.04,0.537,3.93,6.2,0.17451,451.242,11.443,10.373,11.803,Super Earth
Kepler-1839 b,Kepler-1839,1,1,5.05675983,0.0583,1.949,0.174,4.46,0.014,M-R relationship,3.31,0,286.32,1049,85.55,9.83,0.01123,,5926,0.94,1.03,-0.04,0.192,4.51,0.4,0.36913,1136.6,14.935,13.033,14.6231,Super Earth
Kepler-184 b,Kepler-184,1,3,10.687576,0.092,2.36,0.211,6.17,0.0194,M-R relationship,2.58,0,70.36,780,86.89,25.36,0.02575,,5788,0.87,0.97,-0.196,-0.225,4.51,1.7,2.7003,610.326,14.42,12.69,14.3115,Neptune-like
Kepler-184 c,Kepler-184,1,3,20.303005,0.141,1.97,0.176,8.8,0.028,Mass,6.32,0,29.88,630,87.96,17.9,0.02171,,5788,0.87,0.97,-0.196,-0.225,4.51,1.7,1.57943,610.326,14.42,12.69,14.3115,Super Earth
Kepler-184 d,Kepler-184,1,3,29.022358,0.179,2.49,0.222,6.76,0.0213,M-R relationship,2.41,0,18.56,559,88.09,22.7,0.02813,,5788,0.87,0.97,-0.196,-0.225,4.51,1.7,0.51622,610.326,14.42,12.69,14.3115,Neptune-like
Kepler-1840 b,Kepler-1840,1,1,131.1900024,0.4644,2.778,0.248,8.13,0.0256,M-R relationship,2.08,0,1.54,284,89.97,148.7,0.02673,,4898,0.8,0.77,0.14,-0.587,4.52,14,3.61271,513.107,15.192,12.731,15.0578,Neptune-like
Kepler-1841 b,Kepler-1841,1,1,25.88599968,0.1606,1.489,0.133,2.82,0.00888,M-R relationship,4.69,0,20.35,542,87.16,17.7,0.01777,,5190,0.9,0.82,0.12,-0.278,4.45,11.6,0.18265,631.7,14.855,12.745,14.5268,Super Earth
Kepler-1842 b,Kepler-1842,1,1,14.02639961,0.116,2.354,0.21,6.14,0.0193,M-R relationship,2.59,0,108.07,822,88.86,87.2,0.01897,,5970,1.13,1.06,0.06,-0.026,4.36,7,8.12745,923.551,14.746,13.104,14.6804,Neptune-like
Kepler-1843 b,Kepler-1843,1,1,25.54339981,0.171,2.709,0.242,7.8,0.0245,M-R relationship,2.16,0,84,772,88.78,18.4,0.01071,,5422,1.78,1.02,0.02,0.394,3.95,10.8,0.2587,784.625,13.086,11.141,12.9086,Neptune-like
Kepler-1844 b,Kepler-1844,1,1,3.92451,0.0478,3.036,0.271,9.46,0.0298,M-R relationship,1.86,0,314.25,1074,89.22,8.254,0.01962,,5776,0.85,0.94,-0.18,0.226,4.55,,0.69061,1804.36,15.995,14.062,15.6915,Neptune-like
Kepler-1845 b,Kepler-1845,1,1,11.60649967,0.0885,2.438,0.218,6.52,0.0205,M-R relationship,2.47,0,27.47,584,89.97,41.39,0.02453,,4703,0.7,0.69,-0.14,-0.578,4.58,1,9.95871,710.724,16.117,13.585,15.7496,Neptune-like
Kepler-1846 b,Kepler-1846,1,1,14.82009983,0.1089,1.764,0.157,3.76,0.0118,M-R relationship,3.77,0,21.92,552,89.88,29.32,0.012,,4825,0.73,0.79,0.08,-0.53,4.6,14,2.17048,374.615,14.412,11.942,14.1277,Super Earth
Kepler-1847 b,Kepler-1847,1,1,11.12969971,0.0989,2.745,0.245,7.97,0.0251,M-R relationship,2.12,0,119.44,843,88.66,24.37,0.01831,,6122,0.96,1.04,-0.18,0.099,4.49,0.4,2.20963,1693.86,16.027,14.192,15.8633,Neptune-like
Kepler-1848 b,Kepler-1848,1,1,5.60402012,0.0563,1.409,0.126,2.57,0.00808,M-R relationship,5.05,0,84.65,774,88.25,40.95,0.01358,,4847,0.74,0.76,0,-0.513,4.58,13.8,10.72144,309.696,13.887,11.529,13.679,Super Earth
Kepler-1849 b,Kepler-1849,1,1,57.29290009,0.2597,2.387,0.213,6.29,0.0198,M-R relationship,2.54,0,3.76,355,89.99,91.91,0.02454,,4806,0.73,0.71,-0.1,-0.662,4.56,13.5,4.47419,631.884,15.997,13.418,15.7002,Neptune-like
Kepler-185 b,Kepler-185,1,2,1.6329,0.026,1.17,0.104,1.71,0.00537,M-R relationship,5.87,0,475.51,1237,89.04,8.05,0.01346,,5208,0.81,0.81,0.16,-0.504,4.54,11.9,2.85831,466.735,14.562,12.515,14.4426,Super Earth
Kepler-185 c,Kepler-185,1,2,20.729042,0.139,2.02,0.18,4.74,0.0149,M-R relationship,3.16,0,16.03,530,89.34,56.85,0.02176,,5208,0.81,0.81,0.16,-0.504,4.54,11.9,8.08961,466.735,14.562,12.515,14.4426,Super Earth
Kepler-1850 b,Kepler-1850,1,1,1.3858,0.0206,0.729,0.065,0.313,0.00098,M-R relationship,4.44,0,245.15,1008,86.72,6.373,0.00844,,4239,0.6,0.61,-0.22,-0.81,4.67,13.8,2.25807,250.199,14.44,11.562,14.0882,Terrestrial
Kepler-1851 b,Kepler-1851,1,1,12.02289963,0.1016,3.9,0.348,14.5,0.0455,M-R relationship,1.34,0,85.78,776,87.95,19.73,0.03413,,5982,0.88,0.97,-0.28,0.06,4.54,0.3,2.57908,1589.81,15.699,13.962,15.6445,Neptune-like
Kepler-1852 b,Kepler-1852,1,1,7.97094011,0.0762,1.886,0.168,4.22,0.0133,M-R relationship,3.46,0,79.1,760,87.65,22.2,0.02085,,5237,0.83,0.93,0.24,-0.432,4.57,8.6,3.25918,772.481,15.726,13.427,15.4354,Super Earth
Kepler-1853 b,Kepler-1853,1,1,48.88819885,0.2395,1.519,0.135,2.92,0.00918,M-R relationship,4.58,0,5.23,386,86.81,17.77,0.0173,,4821,0.79,0.77,0.16,-0.562,4.53,14,0.04438,562.348,15.229,12.776,15.0482,Super Earth
Kepler-1854 b,Kepler-1854,1,1,39.83110046,0.2119,2.587,0.231,7.21,0.0227,M-R relationship,2.29,0,7.33,420,89.89,22.5,0.01766,,5026,0.76,0.8,0,-0.479,4.58,0.7,22.32456,423.348,14.381,12.146,14.1068,Neptune-like
Kepler-1855 b,Kepler-1855,1,1,0.72733098,0.0115,1.216,0.109,1.96,0.00617,M-R relationship,5.99,0,86.97,849,88.7,2.5,0.01734,,3460,0.36,0.39,0.07,-1.295,4.92,13.8,10.9556,,16.556,12.032,15.7514,Super Earth
Kepler-1856 b,Kepler-1856,1,1,1.30200005,0.0215,1.734,0.155,3.66,0.0115,M-R relationship,3.85,0,772.73,1344,87.69,7.327,0.01653,,4948,0.82,0.78,0.14,-0.331,4.51,10.9,4.00411,848.76,15.621,13.392,15.3875,Super Earth
Kepler-1857 b,Kepler-1857,1,1,8.94340992,0.0807,1.961,0.175,4.5,0.0142,M-R relationship,3.28,0,188.93,946,89.66,27.68,0.01364,,6074,1.01,0.87,-0.54,0.205,4.38,3.5,5.01751,853.275,14.36,12.593,14.1486,Super Earth
